"ocid","release_id","id","awardID","title","description","status","contractPeriod_startDate","contractPeriod_endDate","contractPeriod_maxExtentDate","contractPeriod_durationInDays","amount","currency","dateSigned"
"ocds-5wno2w-RE-PU-CELECEP-2025-04197-238940","RE-PU-CELECEP-2025-04197-238940-2025-07-16T16:57:15.644Z-compiled","2272013-RE-PU-CELECEP-2025-04197","8150503-RE-PU-CELECEP-2025-04197","","","terminated","2025-07-09T00:00:00-05:00","2027-07-09T00:00:00-05:00","","730","46513.35","USD","2025-07-08T00:00:00-05:00"
"ocds-5wno2w-RE-PU-EPP-2025-004-253178","RE-PU-EPP-2025-004-253178-2025-07-23T17:00:37.046Z-compiled","2273046-RE-PU-EPP-2025-004","8152341-RE-PU-EPP-2025-004","","","terminated","2025-07-10T00:00:00-05:00","2026-01-06T00:00:00-05:00","","180","494860.33","USD","2025-07-09T00:00:00-05:00"
"ocds-5wno2w-RE-PU-DHG-2025-008-5702","RE-PU-DHG-2025-008-5702-2025-07-03T17:28:58.094Z-compiled","2270280-RE-PU-DHG-2025-008","8152328-RE-PU-DHG-2025-008","","","terminated","2025-06-30T00:00:00-05:00","2026-02-25T00:00:00-05:00","","240","41051.26","USD","2025-06-30T00:00:00-05:00"
"ocds-5wno2w-RE-PU-HEJCA-2025-047-87497","RE-PU-HEJCA-2025-047-87497-2025-07-02T17:40:01.560Z-compiled","2270096-RE-PU-HEJCA-2025-047","8140328-RE-PU-HEJCA-2025-047","","","terminated","2025-06-27T00:00:00-05:00","2025-11-24T00:00:00-05:00","","150","20141.94","USD","2025-06-27T00:00:00-05:00"
"ocds-5wno2w-RE-PU-GADG-2025-002-2620","RE-PU-GADG-2025-002-2620-2025-07-09T17:50:16.923Z-compiled","2271043-RE-PU-GADG-2025-002","8152892-RE-PU-GADG-2025-002","","","terminated","2025-07-03T00:00:00-05:00","2026-07-03T00:00:00-05:00","","365","22096.26","USD","2025-07-03T00:00:00-05:00"
"ocds-5wno2w-RE-PU-SNAI-2025-003-931020","RE-PU-SNAI-2025-003-931020-2025-07-18T17:01:41.727Z-compiled","2272485-RE-PU-SNAI-2025-003","8118820-RE-PU-SNAI-2025-003","","","terminated","2025-07-01T00:00:00-05:00","2026-02-26T00:00:00-05:00","","240","70591.56","USD","2025-07-01T00:00:00-05:00"
"ocds-5wno2w-RE-PU-HOSNAG-2025-006-2706","RE-PU-HOSNAG-2025-006-2706-2025-08-12T22:31:16.043Z-compiled","2273851-RE-PU-HOSNAG-2025-006","8152850-RE-PU-HOSNAG-2025-006","","","terminated","2025-07-08T00:00:00-05:00","2025-12-05T00:00:00-05:00","","150","11520.00","USD","2025-07-08T00:00:00-05:00"
"ocds-5wno2w-RE-PU-ULEAM-2025-002-8514","RE-PU-ULEAM-2025-002-8514-2025-06-20T17:01:43.946Z-compiled","2268484-RE-PU-ULEAM-2025-002","8143647-RE-PU-ULEAM-2025-002","","","terminated","2025-06-19T00:00:00-05:00","2025-06-24T00:00:00-05:00","","5","17445.00","USD","2025-06-19T00:00:00-05:00"
"ocds-5wno2w-RE-PU-UTMACH-2025-001-60177","RE-PU-UTMACH-2025-001-60177-2025-07-12T17:13:36.305Z-compiled","2271397-RE-PU-UTMACH-2025-001","8143801-RE-PU-UTMACH-2025-001","","","terminated","2025-11-17T00:00:00-05:00","2026-11-17T00:00:00-05:00","","365","31987.94","USD","2025-07-07T00:00:00-05:00"
"ocds-5wno2w-RE-PU-HEJCA-2025-152-87497","RE-PU-HEJCA-2025-152-87497-2025-06-20T17:01:42.174Z-compiled","2268344-RE-PU-HEJCA-2025-152","8119535-RE-PU-HEJCA-2025-152","","","terminated","2025-06-16T00:00:00-05:00","2025-11-13T00:00:00-05:00","","150","41502.72","USD","2025-06-16T00:00:00-05:00"
"ocds-5wno2w-RE-PU-GADGPA-2025-001-30745","RE-PU-GADGPA-2025-001-30745-2025-07-10T17:27:50.373Z-compiled","2270166-RE-PU-GADGPA-2025-001","8148811-RE-PU-GADGPA-2025-001","","","terminated","2025-07-01T00:00:00-05:00","2027-06-21T00:00:00-05:00","","720","49331.14","USD","2025-07-01T00:00:00-05:00"
"ocds-5wno2w-RE-PU-CMFIEDM-2025-006-748941","RE-PU-CMFIEDM-2025-006-748941-2025-08-12T22:30:58.502Z-compiled","2273749-RE-PU-CMFIEDM-2025-006","8113941-RE-PU-CMFIEDM-2025-006","","","terminated","2025-06-05T00:00:00-05:00","2025-06-20T00:00:00-05:00","","15","9328.80","USD","2025-06-05T00:00:00-05:00"
"ocds-5wno2w-RE-PU-IESSHGM-2025-01-57617","RE-PU-IESSHGM-2025-01-57617-2025-08-28T18:56:59.451Z-compiled","2277574-RE-PU-IESSHGM-2025-01","8138492-RE-PU-IESSHGM-2025-01","","","terminated","2025-06-27T00:00:00-05:00","2026-06-27T00:00:00-05:00","","365","42156.00","USD","2025-06-27T00:00:00-05:00"
"ocds-5wno2w-RE-PU-CBDMQ-2025-001-2525","RE-PU-CBDMQ-2025-001-2525-2025-07-22T17:04:38.864Z-compiled","2272524-RE-PU-CBDMQ-2025-001","8159103-RE-PU-CBDMQ-2025-001","","","terminated","2025-07-11T00:00:00-05:00","2026-02-06T00:00:00-05:00","","210","784245.29","USD","2025-07-11T00:00:00-05:00"
"ocds-5wno2w-RE-PU-HCAM-2025-018-54651","RE-PU-HCAM-2025-018-54651-2025-07-15T16:57:58.923Z-compiled","2271789-RE-PU-HCAM-2025-018","8152923-RE-PU-HCAM-2025-018","","","terminated","2025-07-10T00:00:00-05:00","2026-04-06T00:00:00-05:00","","270","305672.40","USD","2025-07-09T00:00:00-05:00"
"ocds-5wno2w-RE-PU-GADCUMBARATZA-2025-006-110599","RE-PU-GADCUMBARATZA-2025-006-110599-2025-06-04T15:45:06.910Z-compiled","2265560-RE-PU-GADCUMBARATZA-2025-006","8130372-RE-PU-GADCUMBARATZA-2025-006","","","terminated","2025-06-04T00:00:00-05:00","2026-06-04T00:00:00-05:00","","365","6.00","USD","2025-06-04T00:00:00-05:00"
"ocds-5wno2w-RE-PU-IIIDE-2025-03-104585","RE-PU-IIIDE-2025-03-104585-2025-07-03T17:28:55.985Z-compiled","2270235-RE-PU-IIIDE-2025-03","8125804-RE-PU-IIIDE-2025-03","","","terminated","2025-06-25T00:00:00-05:00","2026-01-25T00:00:00-05:00","","214","8954.98","USD","2025-06-25T00:00:00-05:00"
"ocds-5wno2w-RE-PU-HEJCA-2025-153-87497","RE-PU-HEJCA-2025-153-87497-2025-07-08T17:48:26.185Z-compiled","2270865-RE-PU-HEJCA-2025-153","8155652-RE-PU-HEJCA-2025-153","","","terminated","2025-07-07T00:00:00-05:00","2025-12-04T00:00:00-05:00","","150","676026.00","USD","2025-07-07T00:00:00-05:00"
"ocds-5wno2w-RE-PU-UA-2025-001-596700","RE-PU-UA-2025-001-596700-2025-06-27T16:25:43.653Z-compiled","2269551-RE-PU-UA-2025-001","8150274-RE-PU-UA-2025-001","","","terminated","2025-06-26T00:00:00-05:00","2025-12-23T00:00:00-05:00","","180","10000.00","USD","2025-06-26T00:00:00-05:00"
"ocds-5wno2w-RE-PU-UNACH-2025-004-124774","RE-PU-UNACH-2025-004-124774-2025-07-01T17:39:20.728Z-compiled","2269939-RE-PU-UNACH-2025-004","8158184-RE-PU-UNACH-2025-004","","","terminated","2025-07-01T00:00:00-05:00","2025-12-28T00:00:00-05:00","","180","2000.00","USD","2025-07-01T00:00:00-05:00"
"ocds-5wno2w-RE-PU-CBDMQ-2025-002-2525","RE-PU-CBDMQ-2025-002-2525-2025-07-22T17:04:40.741Z-compiled","2272532-RE-PU-CBDMQ-2025-002","8167411-RE-PU-CBDMQ-2025-002","","","terminated","2025-07-11T00:00:00-05:00","2026-07-11T00:00:00-05:00","","365","625090.84","USD","2025-07-11T00:00:00-05:00"
"ocds-5wno2w-RE-PU-HOSNAG-2025-007-2706","RE-PU-HOSNAG-2025-007-2706-2025-07-23T17:00:42.425Z-compiled","2272905-RE-PU-HOSNAG-2025-007","8168114-RE-PU-HOSNAG-2025-007","","","terminated","2025-07-10T00:00:00-05:00","2025-12-07T00:00:00-05:00","","150","8160.00","USD","2025-07-10T00:00:00-05:00"
"ocds-5wno2w-RE-PU-GADMP_-2025-002-51620","RE-PU-GADMP_-2025-002-51620-2025-08-26T19:01:06.718Z-compiled","2276990-RE-PU-GADMP_-2025-002","8161474-RE-PU-GADMP_-2025-002","","","terminated","2025-06-25T00:00:00-05:00","2026-06-25T00:00:00-05:00","","365","118113.12","USD","2025-06-25T00:00:00-05:00"
"ocds-5wno2w-RE-PU-GADPSE-2025-02-30375","RE-PU-GADPSE-2025-02-30375-2025-07-12T17:13:39.461Z-compiled","2271481-RE-PU-GADPSE-2025-02","8158656-RE-PU-GADPSE-2025-02","","","terminated","2025-07-08T00:00:00-05:00","2025-10-06T00:00:00-05:00","","90","211123.97","USD","2025-07-08T00:00:00-05:00"
"ocds-5wno2w-RE-PU-GADMCPZ-2025-001-2345","RE-PU-GADMCPZ-2025-001-2345-2025-07-19T17:16:43.138Z-compiled","2272513-RE-PU-GADMCPZ-2025-001","8165769-RE-PU-GADMCPZ-2025-001","","","terminated","2025-07-14T00:00:00-05:00","2025-09-22T00:00:00-05:00","","70","7435.50","USD","2025-07-14T00:00:00-05:00"
"ocds-5wno2w-RE-PU-UINPIAW23-2025-001-959480","RE-PU-UINPIAW23-2025-001-959480-2025-08-22T18:35:57.726Z-compiled","2271113-RE-PU-UINPIAW23-2025-001","8138479-RE-PU-UINPIAW23-2025-001","","","terminated","2025-07-08T00:00:00-05:00","2025-07-13T00:00:00-05:00","","5","7000.00","USD","2025-07-08T00:00:00-05:00"
"ocds-5wno2w-RE-PU-MIMG-2025-002-44856","RE-PU-MIMG-2025-002-44856-2025-08-12T22:32:10.649Z-compiled","2273316-RE-PU-MIMG-2025-002","8169035-RE-PU-MIMG-2025-002","","","terminated","2025-07-24T00:00:00-05:00","2026-05-20T00:00:00-05:00","","300","69913.50","USD","2025-07-24T00:00:00-05:00"
"ocds-5wno2w-RE-PU-UNACH-2025-003-124774","RE-PU-UNACH-2025-003-124774-2025-06-06T15:46:39.869Z-compiled","2266067-RE-PU-UNACH-2025-003","8113473-RE-PU-UNACH-2025-003","","","terminated","2025-06-05T00:00:00-05:00","2025-06-15T00:00:00-05:00","","10","16947.99","USD","2025-06-05T00:00:00-05:00"
"ocds-5wno2w-RE-PU-BCBG-2025-0010-2528","RE-PU-BCBG-2025-0010-2528-2025-07-16T16:57:19.468Z-compiled","2272027-RE-PU-BCBG-2025-0010","8165482-RE-PU-BCBG-2025-0010","","","terminated","2025-07-08T00:00:00-05:00","2028-07-07T00:00:00-05:00","","1095","38769.84","USD","2025-07-08T00:00:00-05:00"
"ocds-5wno2w-RE-PU-SZZCH-2025-008-178816","RE-PU-SZZCH-2025-008-178816-2025-06-06T15:46:40.006Z-compiled","2265994-RE-PU-SZZCH-2025-008","8107661-RE-PU-SZZCH-2025-008","","","terminated","2025-06-04T00:00:00-05:00","2026-06-04T00:00:00-05:00","","365","7300.00","USD","2025-06-04T00:00:00-05:00"
"ocds-5wno2w-RE-PU-SZZCH-2025-008-178816","RE-PU-SZZCH-2025-008-178816-2025-06-06T15:46:40.006Z-compiled","2265995-RE-PU-SZZCH-2025-008","8107653-RE-PU-SZZCH-2025-008","","","terminated","2025-06-04T00:00:00-05:00","2026-06-04T00:00:00-05:00","","365","3700.00","USD","2025-06-04T00:00:00-05:00"
"ocds-5wno2w-RE-PU-GMB-2025-01-20973","RE-PU-GMB-2025-01-20973-2025-08-12T22:32:11.326Z-compiled","2273974-RE-PU-GMB-2025-01","8168542-RE-PU-GMB-2025-01","","","terminated","2025-07-22T00:00:00-05:00","2026-01-18T00:00:00-05:00","","180","11550.00","USD","2025-07-22T00:00:00-05:00"
"ocds-5wno2w-RE-PU-HVCM-2025-005-12070","RE-PU-HVCM-2025-005-12070-2025-06-07T15:46:48.597Z-compiled","2266144-RE-PU-HVCM-2025-005","8074781-RE-PU-HVCM-2025-005","","","terminated","2025-06-06T00:00:00-05:00","2025-07-06T00:00:00-05:00","","30","172616.52","USD","2025-06-06T00:00:00-05:00"
"ocds-5wno2w-RE-PU-CGFT-2025-2-2562","RE-PU-CGFT-2025-2-2562-2025-06-30T16:30:15.398Z-compiled","2269714-RE-PU-CGFT-2025-2","8166871-RE-PU-CGFT-2025-2","","","terminated","2025-06-26T00:00:00-05:00","2026-06-01T00:00:00-05:00","","340","18946.92","USD","2025-06-26T00:00:00-05:00"
"ocds-5wno2w-RE-PU-CAPBOL-2025-0001-105494","RE-PU-CAPBOL-2025-0001-105494-2025-07-02T17:40:03.300Z-compiled","2270067-RE-PU-CAPBOL-2025-0001","8169681-RE-PU-CAPBOL-2025-0001","","","terminated","2025-07-01T00:00:00-05:00","2025-09-29T00:00:00-05:00","","90","10996.06","USD","2025-07-01T00:00:00-05:00"
"ocds-5wno2w-RE-PU-11-BCB-2025-001-92997","RE-PU-11-BCB-2025-001-92997-2025-07-18T17:01:51.852Z-compiled","2272386-RE-PU-11-BCB-2025-001","8175506-RE-PU-11-BCB-2025-001","","","terminated","2025-07-18T00:00:00-05:00","2026-01-14T00:00:00-05:00","","180","5850.55","USD","2025-07-17T00:00:00-05:00"
"ocds-5wno2w-RE-PU-HEEE-2025-007-52558","RE-PU-HEEE-2025-007-52558-2025-07-19T17:16:45.583Z-compiled","2272575-RE-PU-HEEE-2025-007","8190421-RE-PU-HEEE-2025-007","","","terminated","2025-07-17T00:00:00-05:00","2025-08-16T00:00:00-05:00","","30","510000.00","USD","2025-07-16T00:00:00-05:00"
"ocds-5wno2w-RE-PU-21BS-2025-001-96739","RE-PU-21BS-2025-001-96739-2025-06-30T16:30:14.717Z-compiled","2269688-RE-PU-21BS-2025-001","8143509-RE-PU-21BS-2025-001","","","terminated","2025-06-24T00:00:00-05:00","2026-01-21T00:00:00-05:00","","211","3736.00","USD","2025-06-24T00:00:00-05:00"
"ocds-5wno2w-RE-PU-EPP-2025-005-253178","RE-PU-EPP-2025-005-253178-2025-07-21T17:07:24.354Z-compiled","2272657-RE-PU-EPP-2025-005","8179533-RE-PU-EPP-2025-005","","","terminated","2025-07-16T00:00:00-05:00","2025-12-13T00:00:00-05:00","","150","228219.13","USD","2025-07-16T00:00:00-05:00"
"ocds-5wno2w-RE-PU-ESPOLTECH-2025-001-375899","RE-PU-ESPOLTECH-2025-001-375899-2025-07-01T17:39:21.466Z-compiled","2269672-RE-PU-ESPOLTECH-2025-001","8156783-RE-PU-ESPOLTECH-2025-001","","","terminated","2025-06-30T00:00:00-05:00","2026-01-31T00:00:00-05:00","","215","9072.00","USD","2025-06-30T00:00:00-05:00"
"ocds-5wno2w-RE-PU-HGNGC-2025-003-818925","RE-PU-HGNGC-2025-003-818925-2025-08-12T22:32:31.451Z-compiled","2273245-RE-PU-HGNGC-2025-003","8189389-RE-PU-HGNGC-2025-003","","","terminated","2025-07-24T00:00:00-05:00","2025-09-22T00:00:00-05:00","","60","235387.76","USD","2025-07-18T00:00:00-05:00"
"ocds-5wno2w-RE-PU-HGNGC-2025-003-818925","RE-PU-HGNGC-2025-003-818925-2025-08-12T22:32:31.451Z-compiled","2273263-RE-PU-HGNGC-2025-003","8189132-RE-PU-HGNGC-2025-003","","","terminated","2025-07-18T00:00:00-05:00","2026-07-18T00:00:00-05:00","","365","52649.31","USD","2025-07-18T00:00:00-05:00"
"ocds-5wno2w-RE-PU-EPMGIDSA-2025-001-382149","RE-PU-EPMGIDSA-2025-001-382149-2025-06-30T16:30:13.419Z-compiled","2269722-RE-PU-EPMGIDSA-2025-001","8129772-RE-PU-EPMGIDSA-2025-001","","","terminated","2025-06-25T00:00:00-05:00","2030-06-24T00:00:00-05:00","","1825","23078.40","USD","2025-06-25T00:00:00-05:00"
"ocds-5wno2w-RE-PU-DNPJ-2025-012-183304","RE-PU-DNPJ-2025-012-183304-2025-08-12T22:32:35.333Z-compiled","2275190-RE-PU-DNPJ-2025-012","8189522-RE-PU-DNPJ-2025-012","","","terminated","2025-07-23T00:00:00-05:00","2026-03-20T00:00:00-05:00","","240","96666.67","USD","2025-07-22T00:00:00-05:00"
"ocds-5wno2w-RE-PU-GADMSFD-2025-001-2452","RE-PU-GADMSFD-2025-001-2452-2025-09-30T19:02:58.117Z-compiled","2281511-RE-PU-GADMSFD-2025-001","8189373-RE-PU-GADMSFD-2025-001","","","terminated","2025-07-23T00:00:00-05:00","2030-07-22T00:00:00-05:00","","1825","14365.50","USD","2025-07-22T00:00:00-05:00"
"ocds-5wno2w-RE-PU-UPEC-2025-006-24327","RE-PU-UPEC-2025-006-24327-2025-07-12T17:13:43.865Z-compiled","2271379-RE-PU-UPEC-2025-006","8179131-RE-PU-UPEC-2025-006","","","terminated","2025-07-10T00:00:00-05:00","2026-07-10T00:00:00-05:00","","365","8300.00","USD","2025-07-07T00:00:00-05:00"
"ocds-5wno2w-RE-PU-SRI-2025-00004-2438","RE-PU-SRI-2025-00004-2438-2025-08-12T22:32:39.076Z-compiled","2274063-RE-PU-SRI-2025-00004","8181589-RE-PU-SRI-2025-00004","","","terminated","2025-07-21T00:00:00-05:00","2026-08-05T00:00:00-05:00","","380","190000.00","USD","2025-07-21T00:00:00-05:00"
"ocds-5wno2w-RE-PU-GADMY-2025-003-38149","RE-PU-GADMY-2025-003-38149-2025-08-20T18:18:27.451Z-compiled","2267067-RE-PU-GADMY-2025-003","8125023-RE-PU-GADMY-2025-003","","","terminated","2025-06-12T00:00:00-05:00","2025-06-17T00:00:00-05:00","","5","4428.57","USD","2025-06-12T00:00:00-05:00"
"ocds-5wno2w-RE-PU-UTMACH-2025-002-60177","RE-PU-UTMACH-2025-002-60177-2025-06-30T16:30:15.179Z-compiled","2269707-RE-PU-UTMACH-2025-002","8161197-RE-PU-UTMACH-2025-002","","","terminated","2025-12-08T00:00:00-05:00","2026-12-08T00:00:00-05:00","","365","17801.63","USD","2025-06-26T00:00:00-05:00"
"ocds-5wno2w-RE-PU-SZI-2025-001-179005","RE-PU-SZI-2025-001-179005-2025-07-05T17:46:22.166Z-compiled","2270616-RE-PU-SZI-2025-001","8185379-RE-PU-SZI-2025-001","","","terminated","2025-07-01T00:00:00-05:00","2026-07-01T00:00:00-05:00","","365","19181.60","USD","2025-06-30T00:00:00-05:00"
"ocds-5wno2w-RE-PU-SZI-2025-001-179005","RE-PU-SZI-2025-001-179005-2025-07-05T17:46:22.166Z-compiled","2270620-RE-PU-SZI-2025-001","8185193-RE-PU-SZI-2025-001","","","terminated","2025-07-01T00:00:00-05:00","2026-07-01T00:00:00-05:00","","365","17941.54","USD","2025-06-30T00:00:00-05:00"
"ocds-5wno2w-RE-PU-SZI-2025-001-179005","RE-PU-SZI-2025-001-179005-2025-07-05T17:46:22.166Z-compiled","2270621-RE-PU-SZI-2025-001","8185383-RE-PU-SZI-2025-001","","","terminated","2025-07-01T00:00:00-05:00","2026-07-01T00:00:00-05:00","","365","12920.35","USD","2025-06-30T00:00:00-05:00"
"ocds-5wno2w-RE-PU-UNACH-2025-006-124774","RE-PU-UNACH-2025-006-124774-2025-07-04T16:43:21.410Z-compiled","2270579-RE-PU-UNACH-2025-006","8165275-RE-PU-UNACH-2025-006","","","terminated","2025-06-30T00:00:00-05:00","2025-07-10T00:00:00-05:00","","10","9450.00","USD","2025-06-30T00:00:00-05:00"
"ocds-5wno2w-RE-PU-CRCG-2025-002-97147","RE-PU-CRCG-2025-002-97147-2025-08-12T22:32:44.597Z-compiled","2273577-RE-PU-CRCG-2025-002","8196375-RE-PU-CRCG-2025-002","","","terminated","2025-08-14T00:00:00-05:00","2025-10-28T00:00:00-05:00","","75","57600.00","USD","2025-07-22T00:00:00-05:00"
"ocds-5wno2w-RE-PU-CRCG-2025-002-97147","RE-PU-CRCG-2025-002-97147-2025-08-12T22:32:44.597Z-compiled","2273590-RE-PU-CRCG-2025-002","8196373-RE-PU-CRCG-2025-002","","","terminated","2025-08-14T00:00:00-05:00","2028-07-29T00:00:00-05:00","","1080","27000.00","USD","2025-07-22T00:00:00-05:00"
"ocds-5wno2w-RE-PU-HEP-2025-00005-889479","RE-PU-HEP-2025-00005-889479-2025-09-19T19:46:51.973Z-compiled","2280463-RE-PU-HEP-2025-00005","8200024-RE-PU-HEP-2025-00005","","","terminated","2025-08-19T00:00:00-05:00","2025-09-03T00:00:00-05:00","","15","367200.00","USD","2025-08-19T00:00:00-05:00"
"ocds-5wno2w-RE-PU-HOSNAE-2025-001-2618","RE-PU-HOSNAE-2025-001-2618-2025-07-08T17:48:30.904Z-compiled","2270988-RE-PU-HOSNAE-2025-001","8186105-RE-PU-HOSNAE-2025-001","","","terminated","2025-07-08T00:00:00-05:00","2025-07-23T00:00:00-05:00","","15","6366.39","USD","2025-07-07T00:00:00-05:00"
"ocds-5wno2w-RE-PU-HEP-2025-00006-889479","RE-PU-HEP-2025-00006-889479-2025-09-10T20:08:15.073Z-compiled","2279151-RE-PU-HEP-2025-00006","8213914-RE-PU-HEP-2025-00006","","","terminated","2025-07-22T00:00:00-05:00","2025-08-06T00:00:00-05:00","","15","815476.20","USD","2025-07-22T00:00:00-05:00"
"ocds-5wno2w-RE-PU-UTMACH-2025-003-60177","RE-PU-UTMACH-2025-003-60177-2025-07-12T17:13:41.964Z-compiled","2271411-RE-PU-UTMACH-2025-003","8169688-RE-PU-UTMACH-2025-003","","","terminated","2025-12-01T00:00:00-05:00","2026-12-01T00:00:00-05:00","","365","20376.00","USD","2025-07-07T00:00:00-05:00"
"ocds-5wno2w-RE-PU-UNL-2025-006-4092","RE-PU-UNL-2025-006-4092-2025-07-23T17:00:46.331Z-compiled","2272919-RE-PU-UNL-2025-006","8195987-RE-PU-UNL-2025-006","","","terminated","2025-07-21T00:00:00-05:00","2026-01-17T00:00:00-05:00","","180","6400.00","USD","2025-07-21T00:00:00-05:00"
"ocds-5wno2w-RE-PU-TRANSCOM-2025-02-598062","RE-PU-TRANSCOM-2025-02-598062-2025-07-08T17:48:28.121Z-compiled","2270897-RE-PU-TRANSCOM-2025-02","8163655-RE-PU-TRANSCOM-2025-02","","","terminated","2025-07-08T00:00:00-05:00","2025-07-28T00:00:00-05:00","","20","320000.00","USD","2025-07-04T00:00:00-05:00"
"ocds-5wno2w-RE-PU-ESPOCH-2025-06-53390","RE-PU-ESPOCH-2025-06-53390-2025-08-12T22:32:53.396Z-compiled","2273782-RE-PU-ESPOCH-2025-06","8187624-RE-PU-ESPOCH-2025-06","","","terminated","2025-07-25T00:00:00-05:00","2025-08-09T00:00:00-05:00","","15","10000.00","USD","2025-07-25T00:00:00-05:00"
"ocds-5wno2w-RE-PU-DGAC-2025-001-2449","RE-PU-DGAC-2025-001-2449-2025-08-22T18:41:12.238Z-compiled","2273558-RE-PU-DGAC-2025-001","8198392-RE-PU-DGAC-2025-001","","","terminated","2025-07-28T00:00:00-05:00","2026-01-24T00:00:00-05:00","","180","55010.00","USD","2025-07-23T00:00:00-05:00"
"ocds-5wno2w-RE-PU-CNELEP-2025-8-462114","RE-PU-CNELEP-2025-8-462114-2025-09-02T19:08:22.021Z-compiled","2277745-RE-PU-CNELEP-2025-8","8204323-RE-PU-CNELEP-2025-8","","","terminated","2025-09-01T00:00:00-05:00","2026-01-29T00:00:00-05:00","","150","559893.68","USD","2025-08-05T00:00:00-05:00"
"ocds-5wno2w-RE-PU-HCAM-2025-020-54651","RE-PU-HCAM-2025-020-54651-2025-10-16T19:58:55.196Z-compiled","2273995-RE-PU-HCAM-2025-020","8196506-RE-PU-HCAM-2025-020","","","terminated","2025-07-25T00:00:00-05:00","2025-08-24T00:00:00-05:00","","30","8232000.00","USD","2025-07-25T00:00:00-05:00"
"ocds-5wno2w-RE-PU-CZS3-2025-001-440879","RE-PU-CZS3-2025-001-440879-2025-07-22T17:04:45.611Z-compiled","2272753-RE-PU-CZS3-2025-001","8197529-RE-PU-CZS3-2025-001","","","terminated","2025-07-17T00:00:00-05:00","2025-08-06T00:00:00-05:00","","20","10800.00","USD","2025-07-17T00:00:00-05:00"
"ocds-5wno2w-RE-PU-EMAPAG-EP-2025-26-439831","RE-PU-EMAPAG-EP-2025-26-439831-2025-06-26T16:27:35.960Z-compiled","2269291-RE-PU-EMAPAG-EP-2025-26","8158976-RE-PU-EMAPAG-EP-2025-26","","","terminated","2025-06-25T00:00:00-05:00","2025-07-10T00:00:00-05:00","","15","8563.42","USD","2025-06-25T00:00:00-05:00"
"ocds-5wno2w-RE-PU-DIGMAT-2025-005-2465","RE-PU-DIGMAT-2025-005-2465-2025-08-12T22:33:01.282Z-compiled","2275226-RE-PU-DIGMAT-2025-005","8196396-RE-PU-DIGMAT-2025-005","","","terminated","2025-07-09T00:00:00-05:00","2025-08-08T00:00:00-05:00","","30","30000.00","USD","2025-07-08T00:00:00-05:00"
"ocds-5wno2w-RE-PU-ESPOCH-2025-07-53390","RE-PU-ESPOCH-2025-07-53390-2025-08-12T22:32:58.360Z-compiled","2273798-RE-PU-ESPOCH-2025-07","8191022-RE-PU-ESPOCH-2025-07","","","terminated","2025-07-25T00:00:00-05:00","2025-07-30T00:00:00-05:00","","5","18000.00","USD","2025-07-25T00:00:00-05:00"
"ocds-5wno2w-RE-PU-EPP-2025-007-253178","RE-PU-EPP-2025-007-253178-2025-08-21T18:41:31.414Z-compiled","2275971-RE-PU-EPP-2025-007","8199994-RE-PU-EPP-2025-007","","","terminated","2025-08-14T00:00:00-05:00","2026-11-12T00:00:00-05:00","","455","0.07","USD","2025-08-13T00:00:00-05:00"
"ocds-5wno2w-RE-PU-EPP-2025-006-253178","RE-PU-EPP-2025-006-253178-2025-09-26T18:54:28.929Z-compiled","2281073-RE-PU-EPP-2025-006","8215874-RE-PU-EPP-2025-006","","","terminated","2025-09-23T00:00:00-05:00","2026-06-30T00:00:00-05:00","","280","400000.00","USD","2025-09-02T00:00:00-05:00"
"ocds-5wno2w-RE-PU-MDI-2025-001-1088807","RE-PU-MDI-2025-001-1088807-2025-07-16T16:57:24.185Z-compiled","2271997-RE-PU-MDI-2025-001","8194032-RE-PU-MDI-2025-001","","","terminated","2025-07-14T00:00:00-05:00","2026-07-14T00:00:00-05:00","","365","215912.74","USD","2025-07-14T00:00:00-05:00"
"ocds-5wno2w-RE-PU-HEEE-2025-008-52558","RE-PU-HEEE-2025-008-52558-2025-07-19T17:16:48.356Z-compiled","2272588-RE-PU-HEEE-2025-008","8210170-RE-PU-HEEE-2025-008","","","terminated","2025-07-11T00:00:00-05:00","2025-08-10T00:00:00-05:00","","30","307662.00","USD","2025-07-11T00:00:00-05:00"
"ocds-5wno2w-RE-PU-SNAI-2025-004-931020","RE-PU-SNAI-2025-004-931020-2025-08-12T22:33:00.296Z-compiled","2273948-RE-PU-SNAI-2025-004","8197823-RE-PU-SNAI-2025-004","","","terminated","2025-07-24T00:00:00-05:00","2026-07-24T00:00:00-05:00","","365","65261.76","USD","2025-07-23T00:00:00-05:00"
"ocds-5wno2w-RE-PU-CONGOPE-2025-007-69008","RE-PU-CONGOPE-2025-007-69008-2025-08-30T19:01:52.589Z-compiled","2268199-RE-PU-CONGOPE-2025-007","8164087-RE-PU-CONGOPE-2025-007","","","terminated","2025-06-26T00:00:00-05:00","2025-06-29T00:00:00-05:00","","3","22000.00","USD","2025-06-18T00:00:00-05:00"
"ocds-5wno2w-RE-PU-DIGTAH-2025-001-2572","RE-PU-DIGTAH-2025-001-2572-2025-07-15T16:57:59.637Z-compiled","2271820-RE-PU-DIGTAH-2025-001","8163183-RE-PU-DIGTAH-2025-001","","","terminated","2025-07-09T00:00:00-05:00","2026-03-11T00:00:00-05:00","","245","460000.00","USD","2025-07-09T00:00:00-05:00"
